아	a
寅	in
引	in
忍	in
扨	in
氤	in
洇	in
湮	in
燐	in
璘	in
禋	in
籾	in
絪	in
縯	in
芢	in
茵	in
藺	in
蚓	in
裀	in
認	in
隣	in
靭	in
靷	in
鱗	in
麟	in
吝	in
燐	in
璘	in
藺	in
隣	in
鱗	in
麟	in
仍	ing
剩	ing
孕	ing
芿	ing
入	ip
卄	ip
廿	ip
立	ip
笠	ip
粒	ip
立	ip
笠	ip
粒	ip
仔	ja
刺	ja
呰	ja
咨	ja
姉	ja
姿	ja
嬨	ja
子	ja
孖	ja
字	ja
孜	ja
孶	ja
恣	ja
慈	ja
柘	ja
梓	ja
泚	ja
滋	ja
炙	ja
煮	ja
牸	ja
玆	ja
瓷	ja
疵	ja
眥	ja
眦	ja
磁	ja
積	ja
籍	ja
粢	ja
紫	ja
者	ja
耔	ja
胾	ja
自	ja
茈	ja
茨	ja
茲	ja
莿	ja
菹	ja
蔗	ja
藉	ja
虸	ja
觜	ja
訾	ja
諮	ja
貲	ja
資	ja
赭	ja
遮	ja
鎡	ja
雌	ja
頿	ja
髭	ja
鮓	ja
鶿	ja
鷓	ja
齋	ja
齎	ja
再	jae
哉	jae
在	jae
夈	jae
宰	jae
崽	jae
才	jae
扗	jae
材	jae
栽	jae
梓	jae
榟	jae
渽	jae
滓	jae
災	jae
灾	jae
縡	jae
纔	jae
裁	jae
財	jae
載	jae
齋	jae
齎	jae
崢	jaeng
爭	jaeng
猙	jaeng
玎	jaeng
琤	jaeng
箏	jaeng
諍	jaeng
錚	jaeng
鎗	jaeng
作	jak
勺	jak
嚼	jak
岝	jak
怍	jak
斫	jak
斱	jak
昨	jak
柞	jak
汋	jak
灼	jak
炸	jak
焯	jak
爵	jak
犳	jak
碏	jak
綽	jak
芍	jak
酌	jak
酢	jak
雀	jak
鵲	jak
岑	jam
暫	jam
涔	jam
潛	jam
潜	jam
濳	jam
箴	jam
簪	jam
蠶	jam
剗	jan
孱	jan
戔	jan
棧	jan
殘	jan
潺	jan
盞	jan
驏	jan
丈	jang
仗	jang
傽	jang
匠	jang
場	jang
墻	jang
壯	jang
奘	jang
奬	jang
妝	jang
嬙	jang
將	jang
嶂	jang
帳	jang
庄	jang
廧	jang
張	jang
戕	jang
掌	jang
暲	jang
杖	jang
樟	jang
檣	jang
欌	jang
漳	jang
漿	jang
牂	jang
牆	jang
狀	jang
獐	jang
璋	jang
瘴	jang
章	jang
粧	jang
糚	jang
羘	jang
腸	jang
臟	jang
臧	jang
莊	jang
萇	jang
葬	jang
蔣	jang
薔	jang
藏	jang
装	jang
裝	jang
賬	jang
贓	jang
鄣	jang
醬	jang
鏘	jang
長	jang
障	jang
餦	jang
麞	jang
狀	jang
卡	jap
囃	jap
眨	jap
磼	jap
襍	jap
雜	jap
儕	je
制	je
劑	je
啼	je
堤	je
娣	je
帝	je
弟	je
悌	je
折	je
提	je
擠	je
梯	je
濟	je
猘	je
瑅	je
睇	je
祭	je
禔	je
稊	je
第	je
緹	je
臍	je
荑	je
薺	je
製	je
諦	je
諸	je
踶	je
蹄	je
蹏	je
躋	je
醍	je
鍗	je
除	je
隄	je
際	je
霽	je
韲	je
題	je
鮧	je
鯷	je
齊	je
佇	jeo
低	jeo
儲	jeo
咀	jeo
姐	jeo
宁	jeo
岨	jeo
底	jeo
抵	jeo
杵	jeo
杼	jeo
柢	jeo
楮	jeo
樗	jeo
氐	jeo
沮	jeo
渚	jeo
潴	jeo
瀦	jeo
牴	jeo
狙	jeo
猪	jeo
疽	jeo
箸	jeo
紵	jeo
罝	jeo
羝	jeo
苧	jeo
苴	jeo
菹	jeo
著	jeo
藷	jeo
蛆	jeo
袛	jeo
褚	jeo
觝	jeo
詆	jeo
詛	jeo
諸	jeo
豬	jeo
貯	jeo
躇	jeo
這	jeo
邸	jeo
陼	jeo
雎	jeo
骶	jeo
齟	jeo
勣	jeok
吊	jeok
嫡	jeok
寂	jeok
弔	jeok
摘	jeok
敵	jeok
樀	jeok
滴	jeok
炙	jeok
狄	jeok
的	jeok
磧	jeok
積	jeok
笛	jeok
籍	jeok
糴	jeok
績	jeok
翟	jeok
芍	jeok
荻	jeok
菂	jeok
葯	jeok
藉	jeok
覿	jeok
謫	jeok
賊	jeok
赤	jeok
跡	jeok
蹟	jeok
迪	jeok
迹	jeok
逖	jeok
適	jeok
鏑	jeok
馰	jeok
炙	jeok
切	jeol
岊	jeol
截	jeol
折	jeol
晢	jeol
浙	jeol
準	jeol
癤	jeol
窃	jeol
竊	jeol
節	jeol
絶	jeol
佔	jeom
占	jeom
墊	jeom
岾	jeom
店	jeom
漸	jeom
点	jeom
玷	jeom
笘	jeom
簟	jeom
粘	jeom
苫	jeom
蔪	jeom
蛅	jeom
覘	jeom
霑	jeom
颭	jeom
鮎	jeom
黏	jeom
點	jeom
佃	jeon
佺	jeon
傳	jeon
全	jeon
典	jeon
前	jeon
剪	jeon
厘	jeon
吮	jeon
囀	jeon
塡	jeon
塼	jeon
奠	jeon
嫥	jeon
專	jeon
屇	jeon
展	jeon
巓	jeon
廛	jeon
悛	jeon
戩	jeon
戰	jeon
揃	jeon
旃	jeon
栓	jeon
栴	jeon
槇	jeon
殿	jeon
氈	jeon
湔	jeon
澱	jeon
澶	jeon
煎	jeon
牋	jeon
琠	jeon
瑱	jeon
甎	jeon
田	jeon
甸	jeon
畋	jeon
畑	jeon
畠	jeon
痊	jeon
癜	jeon
癲	jeon
磚	jeon
筌	jeon
箋	jeon
箭	jeon
篆	jeon
籛	jeon
纏	jeon
羶	jeon
翦	jeon
腆	jeon
膞	jeon
荃	jeon
詮	jeon
躔	jeon
輇	jeon
輾	jeon
轉	jeon
邅	jeon
鄽	jeon
鈿	jeon
銓	jeon
鋑	jeon
錢	jeon
錪	jeon
鎭	jeon
鐫	jeon
電	jeon
靛	jeon
靦	jeon
顓	jeon
顚	jeon
顫	jeon
飦	jeon
餞	jeon
餰	jeon
鬋	jeon
鱣	jeon
鸇	jeon
丁	jeong
井	jeong
亭	jeong
佂	jeong
停	jeong
偵	jeong
叮	jeong
呈	jeong
姃	jeong
婧	jeong
婷	jeong
定	jeong
幀	jeong
庭	jeong
廷	jeong
征	jeong
怔	jeong
情	jeong
挺	jeong
掟	jeong
政	jeong
整	jeong
旌	jeong
晶	jeong
晸	jeong
柾	jeong
桯	jeong
梃	jeong
棖	jeong
楨	jeong
檉	jeong
正	jeong
汀	jeong
淀	jeong
淨	jeong
渟	jeong
湞	jeong
瀞	jeong
灯	jeong
炡	jeong
玎	jeong
珵	jeong
珽	jeong
町	jeong
疔	jeong
睛	jeong
碇	jeong
禎	jeong
程	jeong
穽	jeong
筳	jeong
精	jeong
綎	jeong
艇	jeong
莛	jeong
訂	jeong
証	jeong
諪	jeong
貞	jeong
遉	jeong
鄭	jeong
酊	jeong
酲	jeong
釘	jeong
鉦	jeong
鋌	jeong
鋥	jeong
錠	jeong
霆	jeong
靖	jeong
靚	jeong
靜	jeong
頂	jeong
鼎	jeong
接	jeop
摺	jeop
椄	jeop
楪	jeop
蜨	jeop
蝶	jeop
褶	jeop
跕	jeop
蹀	jeop
鰈	jeop
則	jeuk
即	jeuk
卽	jeuk
喞	jeuk
櫛	jeul
騭	jeul
丞	jeung
增	jeung
嶒	jeung
憎	jeung
拯	jeung
曾	jeung
烝	jeung
甑	jeung
症	jeung
矰	jeung
繒	jeung
罾	jeung
蒸	jeung
證	jeung
贈	jeung
楫	jeup
檝	jeup
汁	jeup
緝	jeup
葺	jeup
蕺	jeup
之	ji
只	ji
咫	ji
地	ji
址	ji
坻	ji
墀	ji
志	ji
扺	ji
持	ji
指	ji
摯	ji
支	ji
旨	ji
智	ji
枝	ji
枳	ji
榰	ji
止	ji
氏	ji
池	ji
沚	ji
泜	ji
漬	ji
痣	ji
知	ji
砥	ji
祇	ji
祉	ji
祗	ji
秪	ji
篪	ji
紙	ji
耆	ji
肢	ji
脂	ji
至	ji
舐	ji
芝	ji
芷	ji
蜘	ji
誌	ji
識	ji
質	ji
贄	ji
趾	ji
踟	ji
躓	ji
軹	ji
遲	ji
阯	ji
鮨	ji
鷙	ji
識	ji
直	jik
禝	jik
稙	jik
稷	jik
織	jik
職	jik
佚	jil
侄	jil
叱	jil
垤	jil
姪	jil
嫉	jil
帙	jil
桎	jil
瓆	jil
疾	jil
秩	jil
窒	jil
絰	jil
膣	jil
蒺	jil
蛭	jil
質	jil
跌	jil
迭	jil
郅	jil
鑕	jil
卜	jim
斟	jim
朕	jim
鴆	jim
侲	jin
儘	jin
唇	jin
嗔	jin
塡	jin
塵	jin
振	jin
搢	jin
晉	jin
晋	jin
桭	jin
榛	jin
殄	jin
津	jin
溱	jin
珍	jin
珒	jin
瑨	jin
璡	jin
甄	jin
畛	jin
疹	jin
盡	jin
眞	jin
瞋	jin
秦	jin
稹	jin
縉	jin
縝	jin
臻	jin
蓁	jin
蔯	jin
薦	jin
螴	jin
袗	jin
診	jin
賑	jin
趁	jin
軫	jin
辰	jin
進	jin
鉁	jin
鎭	jin
陣	jin
陳	jin
震	jin
鬒	jin
徵	jing
懲	jing
澂	jing
澄	jing
瀓	jing
癥	jing
瞪	jing
什	jip
咠	jip
執	jip
戢	jip
揖	jip
楫	jip
潗	jip
緝	jip
輯	jip
鏶	jip
集	jip
什	jip
證	jjeung
重	jjung
且	jo
佻	jo
俎	jo
傮	jo
兆	jo
凋	jo
刁	jo
助	jo
厝	jo
召	jo
嘈	jo
嘲	jo
噪	jo
嬥	jo
弔	jo
彫	jo
徂	jo
懆	jo
找	jo
挑	jo
措	jo
操	jo
早	jo
晁	jo
曹	jo
曺	jo
朝	jo
條	jo
棗	jo
槽	jo
殂	jo
漕	jo
潮	jo
澡	jo
炤	jo
照	jo
燥	jo
爪	jo
琱	jo
璪	jo
皁	jo
眺	jo
祖	jo
祚	jo
祧	jo
租	jo
稠	jo
窕	jo
竈	jo
笊	jo
粗	jo
糙	jo
糟	jo
糶	jo
組	jo
絛	jo
絩	jo
繰	jo
肇	jo
胙	jo
臊	jo
艚	jo
蓚	jo
蔦	jo
藻	jo
蚤	jo
蜩	jo
詔	jo
誂	jo
調	jo
譟	jo
走	jo
趙	jo
躁	jo
造	jo
遭	jo
釣	jo
鈟	jo
銚	jo
鋽	jo
錯	jo
鑿	jo
阻	jo
雕	jo
鯛	jo
鳥	jo
鵰	jo
鼂	jo
罪	joe
族	jok
瘯	jok
簇	jok
足	jok
鏃	jok
卒	jol
拙	jol
猝	jol
存	jon
尊	jon
拵	jon
伀	jong
倧	jong
宗	jong
從	jong
悰	jong
慒	jong
慫	jong
柊	jong
棕	jong
椶	jong
樅	jong
淙	jong
琮	jong
瑽	jong
瘇	jong
種	jong
粽	jong
終	jong
綜	jong
縱	jong
腫	jong
螽	jong
踪	jong
踵	jong
蹤	jong
鍾	jong
鐘	jong
丟	ju
主	ju
住	ju
侏	ju
侜	ju
做	ju
儔	ju
周	ju
呪	ju
啄	ju
嗾	ju
奏	ju
姝	ju
宙	ju
尌	ju
州	ju
幬	ju
廚	ju
拄	ju
族	ju
晝	ju
朱	ju
枓	ju
柱	ju
株	ju
注	ju
洲	ju
湊	ju
澍	ju
炷	ju
珠	ju
疇	ju
硃	ju
籌	ju
籒	ju
紂	ju
紬	ju
綢	ju
肘	ju
胄	ju
腠	ju
舟	ju
蔟	ju
蛀	ju
蛛	ju
裯	ju
註	ju
詋	ju
誅	ju
調	ju
賙	ju
走	ju
趎	ju
足	ju
躊	ju
輈	ju
輳	ju
週	ju
遒	ju
酎	ju
酒	ju
鉒	ju
鑄	ju
霌	ju
霔	ju
駐	ju
鼄	ju
竹	juk
粥	juk
乼	jul
茁	jul
俊	jun
儁	jun
准	jun
噂	jun
埈	jun
埻	jun
墫	jun
寯	jun
尊	jun
屯	jun
峻	jun
惷	jun
撙	jun
晙	jun
樽	jun
浚	jun
準	jun
濬	jun
焌	jun
畯	jun
皴	jun
竣	jun
綧	jun
罇	jun
蠢	jun
踆	jun
蹲	jun
逡	jun
遁	jun
遵	jun
鐏	jun
隼	jun
雋	jun
餕	jun
駿	jun
鱒	jun
鵔	jun
中	jung
仲	jung
眾	jung
衆	jung
重	jung
佐	jwa
剉	jwa
坐	jwa
左	jwa
座	jwa
挫	jwa
痤	jwa
莝	jwa
髽	jwa
間	kan
氣	kki
喫	kkik
噲	kwae
夬	kwae
快	kwae
劘	ma
媽	ma
摩	ma
瑪	ma
痲	ma
碼	ma
磨	ma
螞	ma
蟇	ma
靡	ma
馬	ma
魔	ma
麻	ma
麽	ma
麿	ma
呆	mae
埋	mae
妹	mae
媒	mae
寐	mae
怰	mae
昧	mae
枚	mae
梅	mae
楳	mae
每	mae
沬	mae
煤	mae
玫	mae
瑁	mae
眛	mae
罵	mae
苺	mae
莓	mae
買	mae
賣	mae
邁	mae
酶	mae
霉	mae
魅	mae
百	maek
脈	maek
脉	maek
貃	maek
貊	maek
貘	maek
陌	maek
驀	maek
麥	maek
儚	maeng
孟	maeng
氓	maeng
猛	maeng
甍	maeng
甿	maeng
盟	maeng
盲	maeng
萌	maeng
虻	maeng
寞	mak
幕	mak
漠	mak
瞙	mak
膜	mak
莫	mak
貌	mak
邈	mak
鏌	mak
唜	mal
帕	mal
抹	mal
末	mal
沫	mal
秣	mal
茉	mal
襪	mal
靺	mal
万	man
卍	man
墁	man
娩	man
嫚	man
巒	man
幔	man
彎	man
慢	man
挽	man
晩	man
曼	man
滿	man
漫	man
灣	man
瞞	man
縵	man
萬	man
蔓	man
蠻	man
謾	man
貫	man
蹣	man
輓	man
鏋	man
鏝	man
饅	man
鬘	man
鰻	man
亡	mang
妄	mang
忘	mang
忙	mang
惘	mang
望	mang
汒	mang
漭	mang
網	mang
罔	mang
芒	mang
茫	mang
莽	mang
莾	mang
蟒	mang
輞	mang
邙	mang
魍	mang
亹	mi
味	mi
娓	mi
媄	mi
媚	mi
媺	mi
尾	mi
嵋	mi
弥	mi
弭	mi
彌	mi
微	mi
敉	mi
未	mi
梶	mi
楣	mi
洣	mi
渼	mi
湄	mi
瀰	mi
獼	mi
眉	mi
米	mi
糜	mi
縻	mi
美	mi
苿	mi
薇	mi
蘼	mi
謎	mi
迷	mi
靡	mi
麋	mi
黴	mi
密	mil
樒	mil
滵	mil
蜜	mil
謐	mil
岷	min
忞	min
忟	min
悶	min
愍	min
慜	min
憫	min
敃	min
敏	min
旻	min
旼	min
暋	min
民	min
泯	min
湣	min
玟	min
珉	min
緍	min
緡	min
罠	min
苠	min
閔	min
閩	min
鰵	min
黽	min
侔	mo
侮	mo
冒	mo
務	mo
募	mo
姆	mo
姥	mo
媢	mo
嫫	mo
帽	mo
恈	mo
慕	mo
摸	mo
摹	mo
旄	mo
暮	mo
某	mo
模	mo
毋	mo
母	mo
毛	mo
牟	mo
牡	mo
瑁	mo
皃	mo
眊	mo
眸	mo
矛	mo
粍	mo
糢	mo
耄	mo
耗	mo
膜	mo
芼	mo
茅	mo
莫	mo
蝥	mo
蟊	mo
謀	mo
謨	mo
貌	mo
鉾	mo
髦	mo
麰	mo
凩	mok
匹	mok
坶	mok
木	mok
沐	mok
牧	mok
目	mok
睦	mok
穆	mok
苜	mok
鶩	mok
勿	mol
歿	mol
沒	mol
夢	mong
幪	mong
懞	mong
曚	mong
朦	mong
溕	mong
濛	mong
瞢	mong
矇	mong
艨	mong
蒙	mong
雺	mong
鸏	mong
亡	mu
儛	mu
務	mu
嘸	mu
姆	mu
巫	mu
廡	mu
憮	mu
懋	mu
戊	mu
拇	mu
撫	mu
无	mu
楙	mu
武	mu
毋	mu
無	mu
珷	mu
畝	mu
繆	mu
膴	mu
舞	mu
茂	mu
蕪	mu
誣	mu
貿	mu
霧	mu
騖	mu
鵡	mu
冒	muk
嘿	muk
墨	muk
默	muk
勿	mul
沕	mul
物	mul
們	mun
免	mun
刎	mun
匁	mun
吻	mun
問	mun
娩	mun
悗	mun
懣	mun
抆	mun
捫	mun
文	mun
汶	mun
炆	mun
玧	mun
璊	mun
瞞	mun
紊	mun
紋	mun
聞	mun
蚊	mun
門	mun
雯	mun
袂	mye
冪	myeok
幎	myeok
汨	myeok
糸	myeok
覓	myeok
滅	myeol
篾	myeol
蔑	myeol
衊	myeol
俛	myeon
免	myeon
冕	myeon
勉	myeon
棉	myeon
沔	myeon
湎	myeon
眄	myeon
眠	myeon
瞑	myeon
糆	myeon
綿	myeon
緜	myeon
緡	myeon
緬	myeon
面	myeon
麪	myeon
麵	myeon
冥	myeong
名	myeong
命	myeong
明	myeong
暝	myeong
椧	myeong
洺	myeong
溟	myeong
皿	myeong
瞑	myeong
茗	myeong
蓂	myeong
螟	myeong
酩	myeong
銘	myeong
鳴	myeong
卯	myo
墓	myo
妙	myo
廟	myo
描	myo
昴	myo
杳	myo
淼	myo
渺	myo
猫	myo
畝	myo
眇	myo
秒	myo
竗	myo
苗	myo
藐	myo
貓	myo
錨	myo
儺	na
喇	na
奈	na
娜	na
懦	na
懶	na
拏	na
拿	na
挐	na
挪	na
柰	na
梛	na
煖	na
癩	na
糥	na
糯	na
羅	na
蘿	na
螺	na
裸	na
邏	na
那	na
喇	na
奈	na
懶	na
癩	na
羅	na
蘿	na
螺	na
裸	na
邏	na
乃	nae
來	nae
內	nae
匂	nae
奈	nae
奶	nae
嬭	nae
柰	nae
耐	nae
能	nae
迺	nae
那	nae
鼐	nae
來	nae
冷	naeng
冷	naeng
樂	nak
洛	nak
烙	nak
珞	nak
落	nak
諾	nak
酪	nak
駱	nak
樂	nak
洛	nak
烙	nak
珞	nak
落	nak
酪	nak
駱	nak
捏	nal
捺	nal
涅	nal
南	nam
喃	nam
娚	nam
嵐	nam
枏	nam
柟	nam
楠	nam
湳	nam
濫	nam
男	nam
藍	nam
襤	nam
嵐	nam
濫	nam
藍	nam
襤	nam
亂	nan
偄	nan
卵	nan
暖	nan
欄	nan
煖	nan
煗	nan
爛	nan
蘭	nan
赧	nan
難	nan
餪	nan
鸞	nan
亂	nan
卵	nan
欄	nan
爛	nan
蘭	nan
鸞	nan
囊	nang
娘	nang
廊	nang
曩	nang
朗	nang
浪	nang
狼	nang
郎	nang
廊	nang
朗	nang
浪	nang
狼	nang
郎	nang
內	nap
拉	nap
納	nap
臘	nap
蠟	nap
衲	nap
拉	nap
臘	nap
蠟	nap
勒	neuk
肋	neuk
勒	neuk
肋	neuk
凜	neum
凜	neum
凌	neung
淩	neung
稜	neung
綾	neung
能	neung
菱	neung
陵	neung
凌	neung
稜	neung
綾	neung
菱	neung
陵	neung
丫	nga
亞	nga
俄	nga
兒	nga
哦	nga
啞	nga
娥	nga
娿	nga
婀	nga
峨	nga
峩	nga
我	nga
牙	nga
疴	nga
砑	nga
笌	nga
芽	nga
莪	nga
蛾	nga
衙	nga
訝	nga
迓	nga
錏	nga
阿	nga
雅	nga
餓	nga
鴉	nga
鵝	nga
鵞	nga
乂	ngae
僾	ngae
厓	ngae
哀	ngae
唉	ngae
啀	ngae
喝	ngae
噫	ngae
噯	ngae
埃	ngae
娭	ngae
崕	ngae
崖	ngae
愛	ngae
挨	ngae
捱	ngae
曖	ngae
欸	ngae
涯	ngae
漄	ngae
獃	ngae
皚	ngae
睚	ngae
瞹	ngae
碍	ngae
磑	ngae
礙	ngae
艾	ngae
薆	ngae
藹	ngae
隘	ngae
靄	ngae
靉	ngae
騃	ngae
厄	ngaek
呝	ngaek
啞	ngaek
戹	ngaek
扼	ngaek
掖	ngaek
搤	ngaek
液	ngaek
縊	ngaek
腋	ngaek
阨	ngaek
隘	ngaek
額	ngaek
嚶	ngaeng
嫈	ngaeng
櫻	ngaeng
罃	ngaeng
罌	ngaeng
鶯	ngaeng
鷪	ngaeng
鸚	ngaeng
偓	ngak
卾	ngak
咢	ngak
喔	ngak
噩	ngak
堊	ngak
岳	ngak
嶽	ngak
幄	ngak
惡	ngak
愕	ngak
握	ngak
樂	ngak
渥	ngak
腭	ngak
萼	ngak
覨	ngak
諤	ngak
鄂	ngak
鍔	ngak
顎	ngak
鰐	ngak
鶚	ngak
齶	ngak
齷	ngak
嘎	ngal
戞	ngal
按	ngal
揠	ngal
斡	ngal
穵	ngal
訐	ngal
謁	ngal
軋	ngal
遏	ngal
閼	ngal
頞	ngal
鴶	ngal
俺	ngam
唵	ngam
啽	ngam
媕	ngam
岩	ngam
嵓	ngam
巖	ngam
庵	ngam
晻	ngam
暗	ngam
癌	ngam
腤	ngam
菴	ngam
葊	ngam
蓭	ngam
諳	ngam
闇	ngam
陰	ngam
頷	ngam
馣	ngam
黯	ngam
安	ngan
岸	ngan
按	ngan
晏	ngan
案	ngan
桉	ngan
犴	ngan
眼	ngan
贋	ngan
雁	ngan
鞍	ngan
顔	ngan
鮟	ngan
鴈	ngan
仰	ngang
卬	ngang
坱	ngang
央	ngang
怏	ngang
昻	ngang
殃	ngang
泱	ngang
盎	ngang
秧	ngang
鞅	ngang
鴦	ngang
亞	ngap
壓	ngap
押	ngap
狎	ngap
甲	ngap
鴨	ngap
恚	nge
曀	nge
円	ngen
吾	ngeo
圄	ngeo
圉	ngeo
御	ngeo
敔	ngeo
於	ngeo
淤	ngeo
漁	ngeo
瘀	ngeo
禦	ngeo
衙	ngeo
語	ngeo
飫	ngeo
馭	ngeo
魚	ngeo
齬	ngeo
億	ngeok
憶	ngeok
抑	ngeok
檍	ngeok
繶	ngeok
臆	ngeok
薏	ngeok
孼	ngeol
臬	ngeol
蘖	ngeol
俺	ngeom
儼	ngeom
嚴	ngeom
奄	ngeom
崦	ngeom
广	ngeom
掩	ngeom
曮	ngeom
淹	ngeom
罨	ngeom
醃	ngeom
閹	ngeom
偃	ngeon
傿	ngeon
匽	ngeon
堰	ngeon
嫣	ngeon
彦	ngeon
焉	ngeon
言	ngeon
諺	ngeon
讞	ngeon
鄢	ngeon
鼴	ngeon
鼹	ngeon
嶪	ngeop
嶫	ngeop
業	ngeop
鄴	ngeop
乙	ngeul
鳦	ngeul
吟	ngeum
喑	ngeum
崟	ngeum
廕	ngeum
愔	ngeum
淫	ngeum
蔭	ngeum
陰	ngeum
霪	ngeum
音	ngeum
飮	ngeum
听	ngeun
嚚	ngeun
圁	ngeun
圻	ngeun
垠	ngeun
垽	ngeun
恩	ngeun
慇	ngeun
憖	ngeun
檼	ngeun
殷	ngeun
沂	ngeun
溵	ngeun
狺	ngeun
珢	ngeun
癮	ngeun
言	ngeun
訔	ngeun
誾	ngeun
鄞	ngeun
銀	ngeun
隱	ngeun
齗	ngeun
凝	ngeung
應	ngeung
疑	ngeung
膺	ngeung
鷹	ngeung
悒	ngeup
挹	ngeup
揖	ngeup
泣	ngeup
浥	ngeup
邑	ngeup
二	ngi
以	ngi
伊	ngi
利	ngi
吏	ngi
咿	ngi
坨	ngi
夷	ngi
如	ngi
姨	ngi
尔	ngi
履	ngi
已	ngi
弛	ngi
彛	ngi
彝	ngi
怡	ngi
施	ngi
易	ngi
李	ngi
栮	ngi
梨	ngi
泥	ngi
洟	ngi
爾	ngi
珆	ngi
珥	ngi
理	ngi
異	ngi
痍	ngi
痢	ngi
移	ngi
罹	ngi
而	ngi
耳	ngi
肄	ngi
苡	ngi
荑	ngi
蛇	ngi
裏	ngi
裡	ngi
訑	ngi
詑	ngi
貳	ngi
貽	ngi
迤	ngi
邇	ngi
里	ngi
隶	ngi
離	ngi
食	ngi
飴	ngi
餌	ngi
利	ngi
吏	ngi
履	ngi
易	ngi
李	ngi
梨	ngi
泥	ngi
理	ngi
痢	ngi
罹	ngi
裏	ngi
裡	ngi
里	ngi
離	ngi
匿	ngik
弋	ngik
溺	ngik
瀷	ngik
熤	ngik
益	ngik
翊	ngik
翌	ngik
翼	ngik
謚	ngik
鷁	ngik
匿	ngik
溺	ngik
一	ngil
佚	ngil
佾	ngil
壹	ngil
日	ngil
泆	ngil
溢	ngil
軼	ngil
迭	ngil
逸	ngil
鎰	ngil
馹	ngil
任	ngim
壬	ngim
妊	ngim
姙	ngim
媵	ngim
恁	ngim
林	ngim
淋	ngim
稔	ngim
絍	ngim
臨	ngim
荏	ngim
衽	ngim
賃	ngim
銋	ngim
飪	ngim
林	ngim
淋	ngim
臨	ngim
人	ngin
仁	ngin
仞	ngin
刃	ngin
印	ngin
吝	ngin
咽	ngin
因	ngin
堙	ngin
夤	ngin
姻	ngin
婣	ngin
寅	ngin
引	ngin
忍	ngin
扨	ngin
氤	ngin
洇	ngin
湮	ngin
燐	ngin
璘	ngin
禋	ngin
籾	ngin
絪	ngin
縯	ngin
芢	ngin
茵	ngin
藺	ngin
蚓	ngin
裀	ngin
認	ngin
隣	ngin
靭	ngin
靷	ngin
鱗	ngin
麟	ngin
吝	ngin
燐	ngin
璘	ngin
藺	ngin
隣	ngin
鱗	ngin
麟	ngin
仍	nging
剩	nging
孕	nging
芿	nging
入	ngip
卄	ngip
廿	ngip
立	ngip
笠	ngip
粒	ngip
立	ngip
笠	ngip
粒	ngip
五	ngo
仵	ngo
伍	ngo
俉	ngo
俣	ngo
傲	ngo
午	ngo
吳	ngo
吾	ngo
唔	ngo
嗚	ngo
嗷	ngo
噁	ngo
圬	ngo
塢	ngo
墺	ngo
夭	ngo
奧	ngo
娛	ngo
媪	ngo
嫯	ngo
寤	ngo
忤	ngo
悟	ngo
惡	ngo
慠	ngo
懊	ngo
捂	ngo
敖	ngo
於	ngo
旿	ngo
晤	ngo
梧	ngo
汙	ngo
汚	ngo
澳	ngo
烏	ngo
熬	ngo
獒	ngo
窹	ngo
筽	ngo
聱	ngo
茣	ngo
蜈	ngo
襖	ngo
誤	ngo
謷	ngo
迂	ngo
迃	ngo
迕	ngo
遨	ngo
鏊	ngo
鏖	ngo
隩	ngo
驁	ngo
魚	ngo
鰲	ngo
鼇	ngo
鼯	ngo
惡	ngo
偎	ngoe
外	ngoe
威	ngoe
崴	ngoe
嵔	ngoe
嵬	ngoe
巍	ngoe
渨	ngoe
煨	ngoe
猥	ngoe
畏	ngoe
碨	ngoe
磈	ngoe
聵	ngoe
隗	ngoe
屋	ngok
沃	ngok
獄	ngok
玉	ngok
鈺	ngok
阿	ngok
兀	ngol
嗢	ngol
膃	ngol
媼	ngon
慍	ngon
昷	ngon
氳	ngon
溫	ngon
熅	ngon
瑥	ngon
瘟	ngon
穩	ngon
縕	ngon
薀	ngon
蘊	ngon
轀	ngon
醞	ngon
韞	ngon
饂	ngon
鰮	ngon
喁	ngong
壅	ngong
廱	ngong
擁	ngong
滃	ngong
瓮	ngong
甕	ngong
癕	ngong
癰	ngong
禺	ngong
罋	ngong
翁	ngong
蓊	ngong
邕	ngong
雍	ngong
雝	ngong
顒	ngong
饔	ngong
于	ngu
亏	ngu
亴	ngu
佑	ngu
俁	ngu
偊	ngu
偶	ngu
優	ngu
區	ngu
又	ngu
友	ngu
右	ngu
吁	ngu
堣	ngu
宇	ngu
寓	ngu
尤	ngu
嵎	ngu
庽	ngu
愚	ngu
憂	ngu
旴	ngu
杅	ngu
牛	ngu
玗	ngu
瑀	ngu
疣	ngu
盂	ngu
盱	ngu
祐	ngu
禑	ngu
禹	ngu
竽	ngu
紆	ngu
羽	ngu
耦	ngu
耰	ngu
芋	ngu
藕	ngu
虞	ngu
謣	ngu
踽	ngu
迂	ngu
遇	ngu
郵	ngu
釪	ngu
鍝	ngu
隅	ngu
雨	ngu
雩	ngu
麀	ngu
麌	ngu
齲	ngu
依	ngui
倚	ngui
儀	ngui
儗	ngui
凒	ngui
劓	ngui
宜	ngui
嶷	ngui
意	ngui
懿	ngui
擬	ngui
椅	ngui
欹	ngui
歪	ngui
毅	ngui
漪	ngui
猗	ngui
疑	ngui
矣	ngui
礒	ngui
義	ngui
艤	ngui
薏	ngui
蛾	ngui
螘	ngui
蟻	ngui
衣	ngui
誼	ngui
議	ngui
醫	ngui
錡	ngui
饐	ngui
