ㄱㄴ순 ㄱㄴ順
인정스럽다 人情스럽다
인정스레 人情스레
인정신문 人定訊問
인정신문 認定訊問
인정하다 認定하다
인제 人祭
인제 仁弟
인제 仁悌
인제 姻弟
인제 隣提
인조 人造
인조 人鳥
인조 仁祖
인조 仁鳥
인조견 人造絹
인조견사 人造絹絲
인조고무 人造고무
인조골 人造骨
인조금강석 人造金剛石
인조대리석 人造大理石
인조람 人造藍
인조물 人造物
인조물감 人造물감
인조미 人造米
인조반 因早飯
인조반정 仁祖反正
인조반하다 因早飯하다
인조버터 人造버터
인조비료 人造肥料
인조빙 人造氷
인조석 人造石
인조석유 人造石油
인조섬유 人造纖維
인조염료 人造染料
인조육 人造肉
인조인간 人造人間
인조진주 人造眞珠
인조피혁 人造皮革
인조호 人造湖
인족 姻族
인족 鱗族
인존 人尊
인종 人種
인종 仁宗
인종 忍從
인종개량학 人種改良學
인종문제 人種問題
인종심리학 人種心理學
인종적 人種的
인종주의 人種主義
인종지리학 人種地理學
인종차별 人種差別
인종차별주의 人種差別主義
인종폭동 人種暴動
인종하다 忍從하다
인종학 人種學
인좌 寅坐
인좌 引座
인좌신향 寅坐申向
인주 人主
인주 印呪
인주 印朱
인주갑 印朱匣
인주머니 印주머니
인주점 隣住點
인주합 印朱盒
인준 認准
인준하다 認准하다
인줄 人줄
인중 人中
인중 人衆
인중독 燐中毒
인중무과론 因中無果論
인중백 人中白
인중승천 人衆勝天
인중유과론 因中有果論
인중지말 人中之末
인중황 人中黃
인쥐 人쥐
인증 人證
인증 引證
인증 認證
인증되다 引證되다
인증되다 認證되다
인증하다 引證하다
인증하다 認證하다
인지 人指
인지 人智
인지 印紙
인지 認知
인지과학 認知科學
인지상정 人之常情
인지설 認知說
인지세 印紙稅
인지수수료 印紙手數料
인지위덕 忍之爲德
인지의 印地儀
인지적 認知的
인지질 燐脂質
인지질 燐脂質
인지하다 認知하다
인진 引進
인진 茵蔯
인진병 茵蔯餠
인진하다 引進하다
인진호 茵蔯蒿
인질 人質
인질 姻姪
인질극 人質劇
인질범 人質犯
인집 人執
인징 隣徵
인차 人車
인차 鱗次
인차하다 鱗次하다
인찰 印札
인찰지 印札紙
인찰판 印札板
인창 刃創
인책 引責
인책사유 引責事由
인책사임 人責辭任
인책사직 引責辭職
인책하다 引責하다
인척 人尺
인척 印尺
인척 姻戚
인척간 姻戚間
인천 人天
인천 仁川
인천 引薦
인천교 人天敎
인천안목 人天眼目
인천하다 引薦하다
인첩 印帖
인청동 燐靑銅
인체 人體
인체계측법 人體計測法
인체공학 人體工學
인체모델 人體모델
인촌 燐寸
인촌 隣村
인총 人叢
인총 人總
인총수 人總數
인축 人畜
인출 印出
인출 引出
인출장 印出匠
인출하다 印出하다
인출하다 引出하다
인충 鱗蟲
인치 引致
인치 忍恥
인치다 印치다
인치되다 引致되다
인치하다 引致하다
인친 仁親
인친 姻親
인침 湮沈
인칭 人稱
인칭대명사 人稱代名詞
인킬로 人킬로
인타라주망 因陀羅珠網
인탄 燐彈
인태 人態
인택 仁澤
인토 忍土
인퇴 人退
인퇴 引退
인파 人波
인판 印版
인패위성 因敗爲成
인편 人便
인편 鱗片
인편상 鱗片狀
인평 仁平
인평대군 麟坪大君
인표 人表
인품 人品
인풍 人風
인풍 仁風
인피 人皮
인피 引避
인피 靭皮
인피 鱗被
인피부 靭皮部
인피섬유 靭皮纖維
인피식물 靭皮植物
인하 姻下
인하 引下
인하경쟁 引下競爭
인하다 因하다
인하다 吝하다
인하다 隣하다
인하되다 引下되다
인하요인 引下要因
인하율 引下率
인하책 引下策
인하하다 引下하다
인합 印盒
인항 引航
인항하다 引航하다
인해 人海
인해전술 人海戰術
인해중 人海中
인행 印行
인행되다 印行되다
인행하다 印行하다
인허 認許
인허되다 認許되다
인허장 認許狀
인허하다 認許하다
인헌무공훈장 仁憲武攻勳章
인혁 因革
인현 仁賢
인현왕후 仁顯王后
인혈 人血
인혐 引嫌
인혐하다 引嫌하다
인형 人形
인형 仁兄
인형 印形
인형 姻兄
인형 鱗形
인형균 人型菌
인형극 人形劇
인형극계 人形劇界
인형극단 人形劇團
인형적 人形的
인혜 仁惠
인혜하다 仁惠하다
인호 人戶
인호 人豪
인호 印號
인호 隣好
인혼 人魂
인홀불견 因忽不見
인화 人和
인화 仁化
인화 印畵
인화 印花
인화 引火
인화 燐火
인화기법 印畵技法
인화단결 人和團結
인화되다 印畵되다
인화되다 引火되다
인화문토기 印花紋土器
인화물 引火物
인화물 燐化物
인화성액체 引火性液體
인화수소 燐化水素
인화장 仁和章
인화점 引火點
인화지 印畵紙
인화질 引火質
인화하다 人和하다
인화하다 印畵하다
인화하다 引火하다
인환 引換
인환급부판결 引換給付判決
인황병 人黃病
인회 湮晦
인회석 燐灰石
인회토 燐灰土
인효 仁孝
인효적성사 人效的聖事
인후 人後
인후 仁厚
인후 咽喉
인후강 咽喉腔
인후병 咽喉病
인후염 咽喉炎
인후음 咽喉音
인후지지 咽喉之地
인후창 咽喉瘡
인후통 咽喉痛
인후하다 仁厚하다
인휼 仁恤
인휼하다 仁恤하다
인흉 引胸
인희지광 人稀地廣
일 一
일 佚
일 佾
일 壹
일 日
일 泆
일 溢
일 軼
일 迭
일 逸
일 鎰
일 馹
일가 一價
일가 一家
일가 逸暇
일가견 一家見
일가단란 一家團欒
일가문중 一家門中
일가붙이 一家붙이
일가언 一家言
일가염색체 一價染色體
일가원소 一價元素
일가월증 日加月增
일가월증하다 日加月增하다
일가이주 一家移住
일가친척 一家親戚
일가함수 一價函數
일가화 一家花
일가화합 一家和合
일각 一刻
일각 一角
일각 日脚
일각 日角
일각대문 一角大門
일각문 一角門
일각삼 一角蔘
일각선 一角仙
일각수 一角獸
일각수좌 一角獸座
일각여삼추 一刻如三秋
일각중문 一角中門
일각중문 一角重門
일각천금 一刻千金
일간 日刊
일간 日間
일간두옥 一間斗屋
일간신문 日刊新聞
일간지 日刊紙
일간초옥 一間草屋
일간하다 日刊하다
일갈 一喝
일갈하다 一喝하다
일강 一腔
일강 日講
일강관 日講官
일개 一介
일개 一個
일개 一箇
일개인 一個人
일거 一去
일거 一擧
일거 逸居
일거량득 一擧兩得
일거무소식 一去無消息
일거수일투족 一擧手一投足
일거양득 一擧兩得
일거양득 一擧兩得
일거월저 一居月諸
일거일동 一擧一動
일거일래 一擧一來
일거하다 逸居하다
일건 一件
일건 日乾
일건기록 一件記錄
일건서류 一件書類
일검지임 一劍之任
일격 一擊
일격 逸格
일견 一見
일견식 一見識
일견여구 一見如舊
일견하다 一見하다
일결 一決
일결하다 一決하다
일겸 一兼
일경 一境
일경 一景
일경 一更
일경 一警
일경 日警
일경 逸經
일경시청 日警視廳
일계 一計
일계 日系
일계 日計
일계표 日計表
일고 一考
일고 一顧
일고 日雇
일고 日高
일고경성 一顧傾城
일고삼장 日高三丈
일고삼장하다 日高三丈하다
일고수이명창 一鼓手二名唱
일고하다 一考하다
일고하다 一顧하다
일곡 一哭
일곡 一曲
일공 一空
일공 日供
일공 日工
일공쟁이 日工쟁이
일과 一過
일과 一顆
일과 日課
일과감인관 日課監印官
일과경 日課經
일과력 日課曆
일과성 一過性
일과표 日課表
일과하다 一過하다
일곽 一廓
일곽 一郭
일관 一貫
일관 日冠
일관 日官
일관 日觀
일관되다 一貫되다
일관성 一貫性
일관작업 一貫作業
일관적 一貫的
일관하다 一貫하다
일괄 一括
일괄되다 一括되다
일괄발주 一括發注
일괄사표 一括辭表
일괄인수 一括引受
일괄적 一括的
일괄적용 一括適用
일괄조정 一括調整
일괄처리 一括處理
일괄타결 一括妥結
일괄통제 一括統制
일괄하다 一括하다
일광 一匡
일광 日光
일광건조법 日光乾燥法
일광경 日光鏡
일광등 日光燈
일광반사경 日光反射鏡
일광소독 日光消毒
일광요법 日光療法
일광요양소 日光療養所
일광욕 日光浴
일광욕하다 日光浴하다
일광절약시간 日光節約時間
일광취 日光臭
일교 日僑
일교차 日較差
일구 一口
일구 一句
일구 日寇
일구 逸口
일구 逸句
일구 逸球
일구난설 一口難說
일구월심 日久月深
일구이언 一口二言
일구이언하다 一口二言하다
일국 一國
일국 一局
일국루 一掬涙
일국삼공 一國三公
일군 一群
일군 一軍
일군 一郡
일군 日軍
일군 逸群
일군하다 逸群하다
일권석 一卷石
일궤 一軌
일궤 日軌
일궤십기 一饋十起
일규 一揆
일근 一根
일근 日勤
일근하다 日勤하다
일금 一禁
일금 一金
일금되다 一禁되다
일금일학 一琴一鶴
일금하다 一禁하다
일급 一級
일급 日給
일급경찰서 一級警察署
일급근로자 日給勤勞者
일급꾼 日給꾼
일급선거인 一級選擧人
일급제 日給制
일기 一基
일기 一己
일기 一技
일기 一朞
일기 一期
일기 一機
일기 一氣
일기 一紀
일기 一騎
일기 日旗
일기 日氣
일기 日記
일기 逸機
일기 逸氣
일기 逸驥
일기가성 一氣呵成
일기개황 日氣槪況
일기당천 一騎當千
일기도 日氣圖
일기도기호 日氣圖記號
일기문학 日記文學
일기병 一期病
일기예보 日氣豫報
일기예보 日記豫報
일기예보하다 日記豫報하다
일기장 日記帳
일기지욕 一己之慾
일기청 日記廳
일기체 日記體
일기초 日記抄
일기초록 日記抄錄
일기축 一機軸
일기하다 逸機하다
일기회 一器會
일긴 一緊
일긴하다 一緊하다
일길 日吉
일길신량 日吉辰良
일낙 一諾
일낙 一諾
일낙천금 一諾千金
일낙천금 一諾千金
일낙하다 一諾하다
일난풍화 日暖風和
일난풍화사 日暖風和詞
일남 一男
일남중 日南中
일남지 日南至
일내 一內
일녀 一女
일녀 日女
일녀 逸女
일년 一年
일년감 一年감
일년근 一年根
일년생 一年生
일년생근 一年生根
일년생식물 一年生植物
일년생초본 一年生草本
일년주 一年酒
일년지계 一年之計
일년초 一年草
일년허도추 一年虛渡秋
일념 一念
일념 逸念
일념가 一念歌
일념무량겁 一念無量劫
일념발기 一念發起
일념불생 一念不生
일념삼천 一念三千
일념오백생 一念五百生
일념왕생 一念往生
일념칭명 一念稱名
일념통천 一念通天
일념화생 一念化生
일노 一怒
일능 一能
일다경 一茶頃
일단 一團
일단 一旦
일단 一段
일단 一端
일단락 一段落
일단사일표음 一簞食一瓢飮
일단정신 一段精神
일단화기 一團和氣
일당 一堂
일당 一黨
일당 日當
일당독재 一黨獨裁
일당독주 一黨獨走
일당백 一當百
일대 一代
일대 一大
일대 一對
일대 一帶
일대 一隊
일대개혁 一大改革
일대거사 一大擧事
일대겁 一大劫
일대결단 一大決斷
일대기 一代記
일대다 一對多
일대사 一大事
일대사인연 一大事因緣
일대삼천세계 一大三千世界
일대성전 一大聖戰
일대식 日帶蝕
일대일 一對一
일대일변환 一對一變換
일대잡종 一代雜種
일대전환 一大轉換
일덕 逸德
일도 一刀
일도 一到
일도 一途
일도 一道
일도량단 一刀兩斷
일도삼례 一刀三禮
일도양단 一刀兩斷
일도양단하다 一刀兩斷하다
일도조 一刀彫
일독 一讀
일독하다 一讀하다
일동 一同
일동 一洞
일동일정 一動一靜
일동장유가 日東壯遊歌
일득일실 一得一失
일등 一等
일등공신 一等功臣
일등국 一等國
일등국민 一等國民
일등도로 一等道路
일등병 一等兵
일등상 一等賞
일등성 一等星
일등친 一等親
일등품 一等品
일락 一樂
일락 逸樂
일락색 一樂索
일락서산 日落西山
일락서산하다 日落西山하다
일란성 一卵性
일란성쌍생아 一卵性雙生兒
일란성쌍태 一卵性雙胎
일람 一覽
일람첩기 一覽輒記
일람첩기하다 一覽輒記하다
일람표 一覽表
일랍 一臘
일래 日來
일래향 一來向
일량 一量
일력 一力
일력 日力
일력 日曆
일련 一聯
일련 一連
일련번호 一連番號
일련탁생 一蓮托生
일렬 一列
일렬종대 一列縱隊
일렬진 一列陣
일렬횡대 一列橫隊
일령 一齡
일례 一例
일로 一路
일로 日露
일로 逸勞
일로매진 一路邁進
일로매진하다 一路邁進하다
일로영일 一勞永逸
일로평안 一路平安
일록 日錄
일록하다 日錄하다
일롱 一弄
일룡일사 一龍一蛇
일룡일저 一龍一猪
일루 一壘
일루 一縷
일루수 一壘手
일루타 一壘打
일류 一流
일류 溢流
일류대생 一流大生
일류언 溢流堰
일류제 溢流堤
일륙작 一六作
일륜 一輪
일륜 日輪
일륜명월 一輪明月
일륜월 一輪月
일륜차 一輪車
일륜차 一輪車
일륜홍 一輪紅
일률 一律
일률 一率
일률적 一律的
일률적용 一律適用
일리 一利
일리 一理
일리 一里
일리 日利
일리우 一犁雨
일리일해 一利一害
일립만배 一粒萬倍
일막극 一幕劇
일만의정서 日滿議定書
일말 一抹
일망 一望
일망무애 一望無涯
일망무제 一望無際
일망지하 一望之下
일망천리 一望千里
일망타진 一望打盡
일망타진 一網打盡
일망타진하다 一望打盡하다
일망하다 一望하다
일맥 一脈
일맥상통 一脈相通
일맥상통하다 一脈相通하다
일면 一面
일면식 一面識
일면여구 一面如舊
일면지분 一面之分
일명 一名
일명 一命
일명 一明
일명 逸名
일명경인 一鳴驚人
일명하다 日明하다
일모 一毛
일모 一眸
일모 日暮
일모 日母
일모도궁 日暮途窮
일모도궁하다 日暮途窮하다
일모도원 日暮途遠
일모불발 一毛不拔
일모작 一毛作
일모하다 日暮하다
일목 一目
일목난지 一木難支
일목료연 一目瞭然
일목삼악발 一沐三握髮
일목십행 一目十行
일목요연 一目瞭然
일목요연하다 一目瞭然하다
일목장군 一目將軍
일목조 一木造
일목지지 一木之枝
일몰 日沒
일몰하다 日沒하다
일몽 一夢
일무 一無
일무 佾舞
일무가관 一無可觀
일무가론 一無可論
일무가취 一無可取
일무소득 一無所得
일무소식 一無消息
일무소장 一無所長
일무소취 一無所取
일무실착 一無失錯
일무위 佾舞位
일무차착 一無差錯
일무하다 一無하다
일문 一門
일문 日文
일문 逸文
일문 逸聞
일문일답 一問一答
일문일답하다 一問一答하다
일문지내 一門之內
일물 逸物
일물일가법칙 一物一價法則
일물일권주의 一物一權主義
일미 一味
일미 逸味
일미선 一味禪
일민 佚民
일민 逸民
일박 一泊
일박 日薄
일박하다 一泊하다
일반 一半
일반 一斑
일반 一般
일반감각 一般感覺
일반개념 一般槪念
일반개방 一般開放
일반객 一般客
일반경쟁 一般競爭
일반계열 一般系列
일반교서 一般敎書
일반균형이론 一般均衡理論
일반담보 一般擔保
일반대출 一般貸出
일반도 一般圖
일반론 一般論
일반론적 一般論的
일반명사 一般名辭
일반문법 一般文法
일반미 一般米
일반법 一般法
일반사면 一般赦免
일반사무 一般事務
일반사원 一般社員
일반삼토포 一飯三吐哺
일반상식 一般常識
일반상품 一般商品
일반서점 一般書店
일반석 一般席
일반성 一般性
일반세 一般稅
일반수 一般數
일반시민 一般市民
일반식 一般式
일반심리학 一般心理學
일반언어학 一般言語學
일반업무 一般業務
일반업체 一般業體
일반여권 一般旅券
일반영어 一般英語
일반예금 一般預金
일반인 一般人
일반인용 一般人用
일반적 一般的
일반전형 一般銓衡
일반지덕 一飯之德
일반지리학 一般地理學
일반지보 一飯之報
일반직 一般職
일반차량 一般車輛
일반참모부 一般參謀部
일반천금 一飯千金
일반투표 一般投票
일반파산주의 一般破産主義
일반항 一般項
일반행정 一般行政
일반화 一般化
일반화되다 一般化되다
일반화하다 一般化하다
일반회계 一般會計
일발 一發
일발 一髮
일발불백 一髮不白
일방 一方
일방 一棒
일방교통로 一方交通路
일방보 一方步
일방부시 一放부시
일방선언 一方宣言
일방심리주의 一方審理主義
일방심문주의 一方審問主義
일방연기 一方延期
일방적 一方的
일방지예 一方之藝
일방지임 一方之任
일방통고 一方通告
일방통행 一方通行
일방해약 一方解約
일방행위 一方行爲
일배 一杯
일배주 一杯酒
일백 一白
일백륙 一百六
일벌 一伐
일벌 佚罰
일벌간 一伐干
일벌백계 一罰百戒
일벌일습 一벌一襲
일법랍 一法臘
일벽만경 一碧萬頃
일변 一變
일변 一邊
일변 日邊
일변계 一變系
일변도 一邊倒
일변되다 一變되다
일변하다 一變하다
일변화 日變化
일별 一別
일별 一瞥
일별 日別
일별삼추 一別三秋
일별하다 一別하다
일별하다 一瞥하다
일병 一兵
일병 一竝
일병 日兵
일보 一步
일보 日報
일보 日步
일보변 日步邊
일보불양 一步不讓
일보불양하다 一步不讓하다
일보전진 一步前進
일보후퇴 一步後退
일복 일服
일복 일福
일본 日本
일본경제 日本經濟
일본기원 日本棋院
일본뇌염 日本腦炎
일본대학 日本大學
일본도 日本刀
일본문학 日本文學
일본서기 日本書紀
일본신문 日本新聞
일본어 日本語
일본어과 日本語科
일본어선 日本漁船
일본어판 日本語版
일본어학 日本語學
일본여성 日本女性
일본열도 日本列島
일본요리 日本料理
일본인 日本人
일본인상 日本人像
일본작가 日本作家
일본전범 日本戰犯
일본조야 日本朝野
일본지리 日本地理
일본풍 日本風
일본항공 日本航空
일봉 一封
일봉 日俸
일봉 日捧
일봉서 一封書
일부 一夫
일부 一富
일부 一部
일부 日賦
일부 日附
일부금 日賦金
일부다처 一夫多妻
일부대표 一部代表
일부량처 一夫兩妻
일부변경선 日附變更線
일부분 一部分
일부분형식 一部分形式
일부불 日賦拂
일부상품 一部商品
일부석방 一部釋放
일부양반관료 一部兩班官僚
일부양처 一夫兩妻
일부업종 一部業種
일부완화 一部緩和
일부인 日附印
일부일 日復日
일부일부 一夫一婦
일부일앙 一俯一仰
일부일처 一夫一妻
일부장교 一部將校
일부제품 一部製品
일부종사 一夫從事
일부종사하다 一夫從事하다
일부종신 一夫終身
일부종신하다 一夫終身하다
일부주권국 一部主權國
일부지방 一部地方
일부파산 一部破産
일부판결 一部判決
일부판매 日賦販賣
일분 一分
일분모회록 一分耗會錄
일분부거행 一吩咐擧行
일분부시행 一吩咐施行
일분일초 一分一秒
일분자 一分子
일분자반응 一分子反應
일불 一佛
일불국토 一佛國土
일불성도 一佛成道
일불세계 一佛世界
일불승 一佛乘
일불이살육통 一不이殺六通
일불정토 一佛淨土
일불토 一佛土
일불현형 一不現形
일불현형하다 一不現形하다
일비 一備
일비 一臂
일비 日費
일비일희 一悲一喜
일비일희하다 一悲一喜하다
일비지력 一臂之力
일빈일부 一貧一富
일빈일소 一嚬一笑
일사 一事
일사 一死
일사 一絲
일사 日射
일사 逸事
일사 逸史
일사계 日射計
일사병 日射病
일사보국 一死報國
일사부재리 一事不再理
일사부재의 一事不再議
일사분기 一四分期
일사불란 一絲不亂
일사불란하다 一絲不亂하다
일사일생 一死一生
일사종신 一社終身
일사천리 一瀉千里
일삭 一朔
일삭 日朔
일산 日傘
일산 日産
일산 日算
일산 逸散
일산량 日産量
일산염기 一酸鹽基
일산화 一酸化
일산화납 一酸化납
일산화이질소 一酸化二窒素
일산화질소 一酸化窒素
일산화창연 一酸化蒼鉛
일산화탄소 一酸化炭素
일상 一相
일상 日商
일상 日常
일상관 日想觀
일상다반사 日常茶飯事
일상생활 日常生活
일상생활방침 日常生活方針
일상성 日常性
일상언어철학 日常言語哲學
일상용어 日常用語
일상적 日常的
일색 一色
일색 日色
일색 日塞
일생 一生
일생일사 一生一死
일생일업 一生一業
일생직업 一生職業
일생토록 一生토록
일서 一書
일서 日書
일서 逸書
일석 一夕
일석 日夕
일석삼조 一石三鳥
일석이조 一石二鳥
일선 一線
일선교단 一線敎壇
일선학교 一線學校
일설 一說
일성 一聲
일성 日星
일성 日省
일성 逸聖
일성록 日省錄
일성왕 逸聖王
일성이사금 逸聖尼師今
일성일쇠 一盛一衰
일성일쇠하다 一盛一衰하다
일성정시의 日星定時儀
일성하다 日省하다
일세 一世
일세계 一世界
일세기 一世紀
일세일대 一世一代
일세지웅 一世之雄
일소 一宵
일소 一所
일소 一掃
일소 一笑
일소 日梳
일소 馹召
일소되다 一掃되다
일소외상 日蘇外相
일소일소일노일로 一笑一少一怒一老
일소천금 一笑千金
일소하다 一掃하다
일소하다 一笑하다
일수 一手
일수 日收
일수 日數
일수 일手
일수놀이 日收놀이
일수백확 一樹百穫
일수유 一須臾
일수쟁이 日收쟁이
일수직 日守直
일수판매 一手販賣
일숙 一宿
일숙일반 一宿一飯
일숙하다 一宿하다
일순 一巡
일순 一瞬
일순간 一瞬間
일순식물 一巡植物
일순천리 一瞬千里
일순천리하다 一瞬千里하다
일순하다 一巡하다
일습 一襲
일승 一乘
일승 일乘
일승법 一乘法
일승월항지곡 一昇月恒之曲
일승일패 一勝一敗
일시 一時
일시 日時
일시계 日時計
일시금보험 一時金保險
일시동인 一視同仁
일시동인하다 一視同仁하다
일시변이 一時變異
일시불 一時拂
일시불공채 一時拂公債
일시생사 一時生死
일시성 一時星
일시센물 一時센물
일시자석 一時磁石
일시적 一時的
일시적경수 一時的硬水
일시적기관 一時的器官
일시차입금 一時借入金
일식 一式
일식 一息
일식 一食
일식 日蝕
일식 日食
일식경 一食頃
일식식당 日式食堂
일식하다 日蝕하다
일식한계각 日蝕限界角
일신 一新
일신 一身
일신 日新
일신교 一神敎
일신되다 一新되다
일신론 一神論
일신상 一身上
일신양역 一身兩役
일신전속권 一身專屬權
일신하다 一新하다
일신하다 日新하다
일실 一室
일실 一實
일실 逸失
일실동환 一室同歡
일실동환하다 一室同歡하다
일심 一審
일심 一心
일심 日深
일심 日甚
일심동체 一心同體
일심만능 一心萬能
일심불란 一心不亂
일심불란하다 一心不亂하다
일심전력 一心專力
일심전력하다 一心專力하다
일심하다 日深하다
일심하다 日甚하다
일악 一惡
일악 一握
일안 一安
일안 一眼
일안 日案
일안하다 一安하다
일안하다 日安하다
일야 一夜
일야 日夜
일약 一躍
일양 一樣
일양일 一兩日
일어 日語
일어교육 日語敎育
일어일문 日語日文
일어탁수 一魚濁水
일어혼전천 一魚混全川
일어회화 日語會話
일언 一言
일언 逸言
일언가파 一言可破
일언거사 一言居士
일언반구 一言半句
일언반사 一言半辭
일언이폐지 一言以蔽之
일언일행 一言一行
일언지하 一言之下
일업 一業
일업일생 一業一生
일여 一如
일역 一易
일역 日域
일역전 一易田
일염기산 一鹽基酸
일엽 一葉
일엽주 一葉舟
일엽지추 一葉知秋
일엽편주 一葉片舟
일영 日影
일영 日映
일영대 日影臺
일영일락 一榮一落
일예 逸豫
일오 日午
일오 日烏
일와 一臥
일요 日曜
일요방담 日曜放談
일요일 日曜日
일요토론 日曜討論
일요판 日曜版
일요학교 日曜學校
일요화가 日曜畵家
일용 日傭
일용 日用
일용범백 日用凡百
일용상행 日用常行
일용품 日用品
일용품화 日用品化
일우 一宇
일우 一羽
일우 一遇
일우 一隅
일우명지 一牛鳴地
일운 日暈
일원 一元
일원 一員
일원 一圓
일원론 一元論
일원론적 一元論的
일원묘사 一元描寫
일원상 一圓相
일원적 一元的
일원적이주제 一元的二主題
일원제 一院制
일원제도 一院制度
일원화 一元化
일원화되다 一元化되다
일원화하다 一元化하다
일월 一月
일월 日月
일월광 日月光
일월권 日月圈
일월도 日月桃
일월등명불 日月燈明佛
일월무사조 日月無私照
일월성신 日月星辰
일월식 日月蝕
일월연 日月硯
일월토현삼 日月土玄蔘
일위 一位
일위과 一位科
일유 佚遊
일유 逸遊
일은 逸隱
일음 一音
일음 溢飮
일음일의설 一音一義說
일음증 溢飮症
일읍 一邑
일의 一意
일의성 一意性
일의적 一義的
일이 一二
일이 日珥
일이관지 一以貫之
일이관지하다 一以貫之하다
일이산화질소 一二酸化窒素
일이지십 一以知十
일익 一翼
일익 日益
일인 一人
일인 一因
일인 日人
일인다역 一人多役
일인이역 一人二役
일인일기 一人一技
일인일당주의 一人一黨主義
일인자 一人者
일인칭 一人稱
일인칭소설 一人秤小說
일인칭소설 一人稱小說
일인칭영화 一人稱映畵
일인칭적 一人稱的
일인칭희곡 一人秤戱曲
일인칭희곡 一人稱戱曲
일인회사 一人會社
일일 一日
일일 日日
일일계 日日契
일일난재신 一日難再晨
일일병력 日日兵力
일일삼추 一日三秋
일일생활권 一日生活圈
일일여삼추 一日如三秋
일일이 一一이
일일일고 一日一考
일일일선 一日一善
일일정 一日程
일일조 一日潮
일일천하 一日天下
일일학 一日虐
일일화 日日花
일임 一任
일임하다 一任하다
일입 日入
일입하다 日入하다
일자 一字
일자 一者
일자 日子
일자 日字
일자 日者
일자 逸字
일자관 一字管
일자매기 一字매기
일자매기하다 一字매기하다
일자무소식 一字無消息
일자무식 一字無識
일자민당 日自民黨
일자반급 一資半級
일자상속제 一子相續制
일자양의 一字兩義
일자이후 一自以後
일자인 日字印
일자장사진 一字長蛇陳
일자총 一字銃
일자포수 一字砲手
일자호 一字號
일작 日昨
일잣집 一字집
일장 一場
일장 日葬
일장검 一長劍
일장기 日章旗
일장월취 日將月就
일장월취하다 日將月就하다
일장일단 一長一短
일장일이 一張一弛
일장춘몽 一場春夢
일장풍파 一場風波
일장훈시 一場訓示
일재 逸才
일재간 일才幹
일재복 日再服
일적 一滴
일적 一適
일적군파 日赤軍派
일전 一戰
일전 一轉
일전 日前
일전불사 一戰不辭
일전하다 一轉하다
일절 一切
일절 一節
일절중생 一切衆生
일점 一點
일점쇄선 一點鎖線
일점혈육 一點血肉
일점홍 一點紅
일정 一定
일정 日政
일정 日程
일정 日精
일정 逸政
일정량 一定量
일정표 日程表
일정하다 一定하다
일정히 一定히
일제 一齊
일제 日帝
일제 日製
일제가학 日帝加虐
일제강점 日帝强占
일제개봉 一齊開封
일제단속 一齊團束
일제부품 日製部品
일제불매 日製不買
일제사격 一齊射擊
일제선호 日製選好
일제정비 一齊整備
일제치하 日帝治下
일제호적 日帝戶籍
일제히 一齊히
일조 一兆
일조 一助
일조 一朝
일조 一條
일조 日照
일조 逸藻
일조권 日照權
일조비교법 一組比較法
일조시 日照時
일조시간 日照時間
일조율 日照率
일조율 日照率
일조일석 一朝一夕
일조편법 一條鞭法
일족 一族
일족 逸足
일족물리다 一族물리다
일종 一種
일종보급품 一種補給品
일좌 一座
일죄 一罪
일죄재범 一罪再犯
일죄재범하다 一罪再犯하다
일주 一周
일주 一株
일주 一籌
일주 一走
일주 一週
일주 日酒
일주 逸走
일주간 一週間
일주광행차 日周光行差
일주권 日週圈
일주기 日週期
일주기천이 日週期遷移
일주기활동 日週期活動
일주년 一週年
일주성 日週性
일주운동 日週運動
일주일 一週日
일주하다 一周하다
일주하다 逸走하다
일준 一遵
일중 一中
일중 日中
일중례 一中禮
일중식 日中食
일중식하다 日中食하다
일증월가 日增月加
일증월가하다 日增月加하다
일지 一指
일지 一支
일지 日至
일지 日誌
일지 逸志
일지군 一枝軍
일지반해 一知半解
일지반해하다 一知半解하다
일지춘 一枝春
일지필 一枝筆
일직 一直
일직 日直
일직병 日直兵
일직사령 日直司令
일직선 一直線
일직자 日直者
일진 一塵
일진 一眞
일진 一陣
일진 日盡
일진 日辰
일진광풍 一陣狂風
일진법계 一眞法界
일진월보 日進月步
일진월보하다 日進月步하다
일진일퇴 一進一退
일진일퇴하다 一進一退하다
일진청풍 一陣淸風
일진회 一進會
일질 一帙
일질 逸帙
일차 一次
일차 日次
일차계전기 一次繼電器
일차무지개 一次무지개
일차방사선 一次放射線
일차방정식 一次方程式
일차변전소 一次變電所
일차변환 一次變換
일차부등식 一次不等式
일차산업 一次産業
일차산품 一次産品
일차에너지 一次에너지
일차우주선 一次宇宙線
일차원 一次元
일차원적 一次元的
일차적 一次的
일차전류 一次電流
일차전지 一次電池
일차전화 一次電話
일차조직 一次組織
일차코일 一次코일
일차항 一次項
일착 一着
일착하다 一着하다
일참 日參
일참의원 日參議員
일채 日債
일책 一策
일처 一妻
일처다부 一妻多夫
일척 一擲
일척안 一隻眼
일척하다 一擲하다
일천 一喘
일천 一天
일천 日天
일천하 一天下
일천하다 一天하다
일천하다 日淺하다
일철 一轍
일청전쟁 日淸戰爭
일체 一體
일체 一切
일체 日遞
일체경 一切經
일체론적 一體論的
일체반환 一切返還
일체불참 一切不參
일체불참 一切不參
일체사양 一切辭讓
일체성 一體性
일체양면론 一體兩面論
일체유위법 一切有爲法
